user_id,violation_id,time,latitude,longitude,cardinal_points_NS,cardinal_points_EW,photo_url
33,1,2022-11-06 16:01:07,3739.1536242,12701.0340312,N,E,<a href="http://www.naver.com">naver</a>
75,12,2022-10-06 00:00:00,3739.1536245,12701.0340323,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
75,13,2022-11-06 21:58:56,3739.1236242,12701.0340332,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
75,14,2022-11-06 21:58:59,3739.3236243,12701.0340356,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
2,15,2022-11-06 21:59:01,3739.5636245,12701.0340365,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
2,16,2022-11-06 19:59:03,3739.1236242,12701.0320332,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
45,17,2022-11-06 20:59:08,3739.3234243,12701.3240356,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
22,18,2022-11-05 21:59:12,3739.5646245,12701.0343365,N,E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/testImg.png
6,19,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51jpg
6,20,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51jpg
6,21,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51jpg
6,22,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51jpg
6,23,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51jpg
3,24,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51jpg
3,25,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51jpg
3,26,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51jpg
3,27,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51jpg
3,28,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51jpg
5,29,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51jpg
5,30,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51jpg
5,31,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51jpg
5,32,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51jpg
5,33,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51jpg
6,34,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51.jpg
1,35,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07 05-03-51.jpg
3,36,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
1,37,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07 05-03-51.jpg
3,38,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
4,39,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07 05-03-51.jpg
3,40,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
2,41,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07 05-03-51.jpg
3,42,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
3,43,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
6,44,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51.jpg
2,45,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07 05-03-51.jpg
3,46,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
5,47,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51.jpg
6,48,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07 05-03-51.jpg
1,49,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07 05-03-51.jpg
3,50,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
3,51,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07 05-03-51.jpg
4,52,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07 05-03-51.jpg
5,53,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07 05-03-51.jpg
5,54,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07.05-03-51.jpg
3,55,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
1,56,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07.05-03-51.jpg
3,57,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
4,58,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07.05-03-51.jpg
2,59,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07.05-03-51.jpg
6,60,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07.05-03-51.jpg
1,61,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07.05-03-51.jpg
4,62,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07.05-03-51.jpg
5,63,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/5-2022-11-07.05-03-51.jpg
2,64,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/https%3A//ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07.05-03-51.jpg
2,65,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/https%3A//ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07.05-03-51.jpg
1,66,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/https%3A//ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07.05-03-51.jpg
3,67,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/https%3A//ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
4,68,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/https%3A//ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07.05-03-51.jpg
3,69,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
2,70,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07.05-03-51.jpg
6,71,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/6-2022-11-07.05-03-51.jpg
1,72,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07.05-03-51.jpg
3,73,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
4,74,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/4-2022-11-07.05-03-51.jpg
1,75,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/1-2022-11-07.05-03-51.jpg
2,76,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/2-2022-11-07.05-03-51.jpg
3,77,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,https://ada-scooter.s3.ap-northeast-2.amazonaws.com/3-2022-11-07.05-03-51.jpg
6,78,2022-11-07 05:03:51, 3739.1536243, 12701.0340314, N, E,<a href="http://www.naver.com">naver</a>
